"","Scenario_ID","Year","Month","WeeksPerYr.x","HrsPerWeek.x","CI05","CI25","CI50","CI75","CI95","WeeksPerYr.y","HrsPerWeek.y","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","BasicServices",2021,1,48,32,70.1291666666666,72.6791666666667,76.2908333333333,78.8541666666667,83.2,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"2","BasicServices",2021,2,48,32,68.635,70.7333333333333,74.402,76.9833333333333,81.37,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"3","BasicServices",2021,3,48,32,65.205,67.3541666666667,70.9301666666667,73.5041666666667,77.6783333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"4","BasicServices",2021,4,48,32,64.6825,67.0958333333333,70.5285,73.0333333333333,77.2233333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"5","BasicServices",2021,5,48,32,64.8425,67.2375,70.669,73.1083333333333,77.3075,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"6","BasicServices",2021,6,48,32,65.7866666666667,68.1208333333333,71.6226666666667,74.1833333333333,78.155,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"7","BasicServices",2021,7,48,32,68.0216666666667,70.2958333333333,73.9061666666667,76.5458333333333,80.5966666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"8","BasicServices",2021,8,48,32,66.5408333333333,68.5291666666667,72.2881666666667,74.7708333333333,78.8316666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"9","BasicServices",2021,9,48,32,70.3625,72.4916666666667,76.0466666666667,79.0208333333333,82.8308333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"10","BasicServices",2021,10,48,32,74.415,76.625,80.6221666666667,83.7625,87.71,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"11","BasicServices",2021,11,48,32,76.7575,79.125,82.9976666666667,86.0666666666667,90.0608333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"12","BasicServices",2021,12,48,32,73.3108333333333,75.4458333333333,79.2011666666667,81.8333333333333,86.465,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"13","BasicServices",2022,1,48,32,71.4625,74.1083333333333,78.567,82.35,87.5091666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"14","BasicServices",2022,2,48,32,69.6116666666667,72.2625,76.675,80.3,85.7183333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"15","BasicServices",2022,3,48,32,66.1108333333333,68.9625,73.0491666666667,76.05,81.64,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"16","BasicServices",2022,4,48,32,64.9758333333333,67.9541666666667,71.9196666666667,74.8375,80.4791666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"17","BasicServices",2022,5,48,32,64.995,67.9458333333333,72.0053333333333,74.9,80.5225,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"18","BasicServices",2022,6,48,32,65.8241666666667,68.7916666666667,72.912,75.8041666666666,81.62,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"19","BasicServices",2022,7,48,32,67.8283333333333,70.8083333333333,75.1473333333333,78.2625,83.9341666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"20","BasicServices",2022,8,48,32,66.2658333333333,69.2958333333333,73.4885,76.7833333333333,82.3966666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"21","BasicServices",2022,9,48,32,69.6083333333333,72.8583333333333,77.2403333333333,80.7125,86.2958333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"22","BasicServices",2022,10,48,32,73.84,76.9416666666667,81.7255,85.5083333333333,91.0225,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"23","BasicServices",2022,11,48,32,76.1466666666666,79.3583333333333,84.1156666666667,88.1291666666667,93.7383333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"24","BasicServices",2022,12,48,32,72.8291666666667,75.5125,80.304,84.1125,89.5325,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"25","BasicServices",2023,1,48,32,71.1658333333333,73.9625,79.3138333333333,83.0791666666667,89.3058333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"26","BasicServices",2023,2,48,32,69.3625,72.0875,77.4438333333333,81.1333333333333,87.1233333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"27","BasicServices",2023,3,48,32,65.9141666666667,68.6041666666667,73.7818333333333,77.5166666666667,83.5158333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"28","BasicServices",2023,4,48,32,64.7658333333333,67.5083333333333,72.6588333333333,76.3041666666666,82.4191666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"29","BasicServices",2023,5,48,32,64.9133333333333,67.6416666666667,72.7483333333333,76.3833333333333,82.5716666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"30","BasicServices",2023,6,48,32,65.7808333333333,68.4708333333333,73.6581666666667,77.2875,83.5166666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"31","BasicServices",2023,7,48,32,67.8,70.525,75.93,79.6291666666667,86.1858333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"32","BasicServices",2023,8,48,32,66.4383333333333,69.1375,74.2596666666667,78.0791666666667,84.1866666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"33","BasicServices",2023,9,48,32,69.7466666666667,72.6166666666667,78.043,81.6875,88.15,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"34","BasicServices",2023,10,48,32,73.595,76.9791666666667,82.5546666666667,86.8458333333333,93.0383333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"35","BasicServices",2023,11,48,32,75.8183333333333,79.1708333333333,84.9815,89.3708333333333,95.5183333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"36","BasicServices",2023,12,48,32,72.4958333333333,75.5583333333333,81.1851666666667,85.1125,91.8033333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"37","BasicServices",2024,1,48,32,69.2325,74.8791666666667,80.4678333333333,85.1625,91.07,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"38","BasicServices",2024,2,48,32,67.6175,73.1083333333333,78.5698333333333,83.0791666666667,88.965,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"39","BasicServices",2024,3,48,32,64.0833333333333,70.0041666666667,74.9006666666667,78.9708333333333,85.4808333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"40","BasicServices",2024,4,48,32,62.8833333333333,69.0166666666667,73.7248333333333,77.8333333333333,84.6183333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"41","BasicServices",2024,5,48,32,62.945,68.9791666666667,73.8011666666667,78.0875,84.8708333333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"42","BasicServices",2024,6,48,32,63.5658333333333,69.8666666666667,74.6711666666667,78.8833333333333,85.6216666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"43","BasicServices",2024,7,48,32,65.2958333333333,71.9416666666667,76.9278333333333,81.2583333333333,87.7441666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"44","BasicServices",2024,8,48,32,63.8258333333333,70.075,75.2138333333333,79.4291666666667,86.3025,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"45","BasicServices",2024,9,48,32,66.68,73.5541666666667,78.9793333333333,83.4708333333333,89.8025,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"46","BasicServices",2024,10,48,32,70.285,77.9916666666666,83.4543333333333,88.3833333333333,94.5458333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"47","BasicServices",2024,11,48,32,72.2416666666667,80.1875,85.8761666666667,91.075,97.3416666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"48","BasicServices",2024,12,48,32,69.5375,76.7583333333333,82.0478333333333,87.1583333333333,93.2008333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"49","BasicServices",2025,1,48,32,68.7775,75.3791666666667,81.0466666666667,86.2208333333333,91.7458333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"50","BasicServices",2025,2,48,32,66.9825,73.7666666666667,79.1435,84.3,89.7008333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"51","BasicServices",2025,3,48,32,63.7616666666667,70.2791666666667,75.495,80.4583333333333,85.8366666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"52","BasicServices",2025,4,48,32,62.8216666666667,69.3791666666667,74.3481666666667,79.1708333333333,84.7391666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"53","BasicServices",2025,5,48,32,62.8991666666667,69.425,74.4236666666667,79.2958333333333,84.8016666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"54","BasicServices",2025,6,48,32,63.4233333333333,70.4166666666667,75.2943333333333,80.3,85.8533333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"55","BasicServices",2025,7,48,32,65.4066666666667,72.475,77.5586666666667,82.7375,88.5058333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"56","BasicServices",2025,8,48,32,63.9791666666667,70.7666666666667,75.8123333333333,80.9083333333333,86.33,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"57","BasicServices",2025,9,48,32,67.22,74.4125,79.5751666666667,85.1708333333333,90.4508333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"58","BasicServices",2025,10,48,32,71.23,78.7625,84.0576666666667,90.2916666666667,95.5608333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"59","BasicServices",2025,11,48,32,73.2708333333333,80.8666666666667,86.4815,92.6916666666667,98.4408333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"60","BasicServices",2025,12,48,32,69.985,77.1583333333333,82.6228333333333,88.2333333333333,94.1708333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"61","BasicServices",2026,1,48,32,67.6058333333333,76.1916666666667,81.6865,87.6458333333333,94.34,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"62","BasicServices",2026,2,48,32,65.8091666666667,74.2708333333333,79.8181666666667,85.6,92.5566666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"63","BasicServices",2026,3,48,32,62.805,70.8583333333333,76.159,81.8,88.7583333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"64","BasicServices",2026,4,48,32,61.9425,69.7541666666667,74.9998333333333,80.5416666666667,87.565,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"65","BasicServices",2026,5,48,32,61.8983333333333,69.6,75.0621666666667,80.5541666666667,87.8333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"66","BasicServices",2026,6,48,32,62.4025,70.5125,75.8863333333333,81.1333333333333,89.14,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"67","BasicServices",2026,7,48,32,63.9225,72.6541666666667,78.1538333333333,83.5416666666667,91.835,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"68","BasicServices",2026,8,48,32,62.5616666666667,71.1125,76.4101666666667,81.8666666666667,89.46,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"69","BasicServices",2026,9,48,32,65.7316666666667,74.6541666666667,80.1685,86.0416666666667,93.4041666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"70","BasicServices",2026,10,48,32,69.9941666666667,78.7208333333333,84.5796666666667,90.9958333333333,97.5516666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"71","BasicServices",2026,11,48,32,72.1991666666667,80.5708333333333,87.0233333333333,93.6625,100.350833333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"72","BasicServices",2026,12,48,32,68.4675,77.2208333333333,83.222,89.4,96.1683333333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"73","BasicServices",2027,1,48,32,66.7633333333333,75.0958333333333,81.8826666666667,88.2875,95.965,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"74","BasicServices",2027,2,48,32,64.99,73.5708333333333,79.9811666666667,86.0916666666667,93.1833333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"75","BasicServices",2027,3,48,32,61.6416666666667,70.2083333333333,76.3671666666667,82.1708333333333,90.0866666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"76","BasicServices",2027,4,48,32,60.6166666666667,69.2,75.2316666666667,80.875,88.8183333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"77","BasicServices",2027,5,48,32,60.5483333333333,69.2041666666667,75.2908333333333,80.9625,89.035,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"78","BasicServices",2027,6,48,32,60.8641666666667,69.8208333333333,76.1273333333333,81.85,90.0941666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"79","BasicServices",2027,7,48,32,62.595,71.8625,78.397,84.3375,93.03,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"80","BasicServices",2027,8,48,32,61.4025,70.3958333333333,76.635,82.5458333333333,90.6808333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"81","BasicServices",2027,9,48,32,64.3958333333333,73.5291666666667,80.3771666666667,86.8625,94.7525,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"82","BasicServices",2027,10,48,32,67.5158333333333,77.2,84.7906666666667,92.1416666666667,100.16,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"83","BasicServices",2027,11,48,32,69.7008333333333,79.4875,87.225,94.8375,102.835,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"84","BasicServices",2027,12,48,32,67.2975,76.1666666666667,83.4078333333333,90.325,97.4033333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"85","BasicServices",2028,1,48,32,66.5075,75.5583333333333,82.3526666666667,88.1333333333333,97.0925,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"86","BasicServices",2028,2,48,32,64.1025,74.2916666666667,80.4918333333333,86.125,94.7708333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"87","BasicServices",2028,3,48,32,59.8241666666667,70.7541666666667,76.8971666666667,82.5125,90.8666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
